ID,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3
11199,19197,66,584,297,duly,duly,duly,288,36,0
11200,3555,3621,2505,1329,duly,duly,duly,162,59,125
11201,9954,7195,3456,827,duly,duly,duly,212,49,611
11202,12798,12422,12107,12210,duly,duly,duly,438,448,747
11203,8532,2246,2310,2307,duly,duly,duly,114,85,96
11204,11376,11693,8211,3544,delay,duly,duly,225,164,2847
11205,33417,11532,10458,10952,duly,duly,duly,462,427,498
11206,6399,2411,1317,637,duly,duly,duly,123,43,280
11207,26307,11989,14468,11981,duly,duly,duly,7800,494,462
11208,1422,1482,1390,1334,delay,delay,delay,0,0,0
11209,12798,27,0,0,,,duly,0,0,0
11210,15642,218,489,2702,duly,duly,delay,334,1721,164
11211,12087,504,1286,1781,duly,duly,duly,74,1192,533
11212,16353,7,250,122,delay,duly,duly,133,126,75
11213,22752,182,1910,2210,duly,duly,duly,1024,890,45
11214,7821,7324,4020,7734,delay,duly,delay,107,1980,107
11215,1422,666,837,351,duly,duly,duly,124,0,0
11216,12798,1726,781,687,,,duly,2355,152,687
11217,8532,4721,1110,70,duly,duly,duly,98,107,35
11218,1422,784,914,885,duly,delay,duly,155,18,43
11219,25596,145,45,140,duly,duly,duly,142,49,140
11220,2133,1362,1714,843,delay,delay,delay,207,36,0
11221,11376,36,184,0,delay,duly,duly,73,40,266
11222,4977,2001,119,0,duly,duly,duly,887,0,303
11223,12798,7368,7779,7983,duly,delay,duly,533,178,356
11224,22752,7020,7261,7464,duly,duly,duly,340,259,258
11225,3555,2728,1183,1136,duly,duly,duly,146,107,107
11226,24885,72,182,90,,,duly,62,184,235
11227,5688,0,0,0,delay,,duly,0,0,0
11228,22752,372,8398,547,delay,duly,duly,8273,631,334
11229,9243,28,31,3345,duly,duly,duly,14,1677,121
11230,15642,1377,3935,0,duly,,duly,0,3935,0
11231,24174,16479,14313,13920,duly,duly,duly,640,641,587
11232,10665,290,440,88,,,duly,213,339,35
11233,12798,6220,6884,10055,duly,duly,duly,427,1244,1778
11234,1422,1441,1431,1152,duly,duly,duly,117,69,36
11235,18486,0,0,0,delay,,delay,0,0,0
11236,35550,249,231,1282,duly,duly,duly,256,672,464
11237,14220,1878,1682,1848,duly,duly,duly,250,252,142
11238,2133,1637,1769,1944,duly,duly,delay,121,145,123
11239,9954,10113,8592,7200,duly,duly,duly,462,260,274
11240,7110,55,64,109,duly,duly,duly,75,0,292
11241,18486,18795,18720,15830,duly,duly,duly,697,588,567
11242,25596,585,744,733,duly,duly,duly,638,660,1099
11243,3555,3565,2623,2036,duly,duly,duly,142,89,124
11244,19908,940,262,518,duly,duly,duly,719,383,228
11245,2133,1548,1677,1627,delay,delay,delay,213,0,64
11246,8532,7985,3765,2446,duly,duly,duly,356,782,711
11247,21330,62,0,25,duly,,duly,22,25,0
11248,19197,232,375,8398,duly,duly,duly,109,4184,320
11249,10665,6317,5443,4489,delay,duly,delay,107,213,139
11250,3555,28,28,63,duly,duly,duly,14,45,63
11251,3555,3544,2816,1673,duly,duly,duly,143,77,59
11252,14220,14343,12886,10007,duly,duly,duly,882,521,352
11253,18486,15462,12683,13057,duly,duly,duly,498,534,661
11254,5688,3780,4547,3461,duly,duly,duly,1917,128,124
11255,16353,5102,1309,3,delay,duly,duly,43,39,0
11256,9954,1882,1835,1808,duly,duly,duly,285,356,284
11257,22041,8027,4082,5168,duly,duly,duly,444,3697,34
11258,1422,789,863,904,delay,delay,delay,71,43,60
11259,23463,16220,15674,14205,duly,duly,duly,626,565,537
11260,7110,4969,5444,5517,delay,delay,delay,235,213,217
11261,14220,6232,6492,6776,delay,delay,delay,264,178,356
11262,20619,19966,20163,17567,delay,duly,duly,825,678,599
11263,8532,4779,5025,5722,duly,duly,duly,197,473,228
11264,3555,1904,1954,1973,duly,duly,duly,124,80,78
11265,12087,11527,11360,5478,duly,duly,duly,437,284,196
11266,12798,909,619,0,duly,duly,duly,377,0,0
11267,34839,967,1469,624,duly,duly,duly,1310,313,227
11268,2133,193,326,12,duly,duly,duly,74,41,17
11269,35550,0,1032,0,,,duly,62,970,227
11270,14220,8257,8796,9297,duly,duly,duly,427,320,515
11271,3555,3322,2897,3160,duly,duly,delay,132,181,64
11272,35550,14133,11215,10260,duly,duly,delay,605,560,158
11273,3555,2905,2981,3810,delay,delay,duly,107,178,711
11274,27729,7767,6429,5212,delay,duly,duly,321,166,191
11275,27018,0,0,0,delay,,duly,0,0,0
11276,16353,21854,17932,3033,duly,duly,duly,5185,1258,3568
11277,21330,17148,15519,13833,duly,duly,duly,693,512,412
11278,17775,61,26,395,,duly,duly,69,155,255
11279,19197,3160,3447,1725,duly,duly,duly,231,213,249
11280,2844,2172,2321,2418,duly,duly,duly,132,114,102
11281,6399,5189,5434,6191,duly,duly,delay,249,485,142
11282,4977,598,3538,3555,duly,duly,duly,1706,178,160
11283,12798,1972,1980,1100,duly,duly,duly,98,149,0
11284,19197,576,400,31,,,duly,393,96,8
11285,9954,6012,5822,5350,delay,delay,delay,117,231,213
11286,1422,1309,1393,548,duly,duly,duly,120,18,871
11287,19908,255,347,538,duly,duly,duly,507,289,249
11288,19908,63,24,493,duly,duly,duly,30,18,1060
11289,1422,62,113,81,delay,duly,delay,36,36,16
11290,15642,7636,8236,8563,duly,duly,duly,587,356,356
11291,4977,117,131,96,duly,duly,duly,131,119,78
11292,4977,5098,5046,5099,delay,duly,duly,92,213,213
11293,16353,768,902,0,duly,delay,delay,149,0,0
11294,10665,2864,3296,4017,delay,delay,duly,304,313,650
11295,7110,7094,7019,3487,delay,delay,duly,178,203,135
11296,18486,378,357,317,duly,duly,duly,452,42,85
11297,20619,158,434,446,,,duly,165,601,205
11298,711,615,615,530,duly,duly,duly,130,71,89
11299,2133,1847,2026,2109,duly,duly,duly,142,110,79
11300,4266,2997,2920,2848,duly,duly,duly,129,116,107
11301,3555,3336,3468,3424,delay,delay,duly,132,71,213
11302,16353,93,0,0,duly,,delay,0,0,0
11303,1422,42,42,28,duly,delay,duly,28,28,0
11304,4977,4512,4673,4793,delay,delay,delay,213,146,153
11305,1422,1361,1413,1423,delay,duly,duly,58,83,82
11306,14220,1346,4303,1857,duly,duly,duly,1768,4004,1468
11307,10665,185,256,228,duly,duly,duly,256,185,514
11308,7110,1325,1299,1202,duly,delay,delay,113,45,52
11309,711,199,351,324,duly,duly,duly,104,337,34
11310,14220,2464,2296,1929,duly,delay,duly,160,179,213
11311,27018,21169,22001,21696,duly,duly,duly,839,782,752
11312,3555,3485,786,150,delay,duly,duly,97,7,341
11313,25596,859,5813,1973,duly,duly,duly,2141,4630,162
11314,1422,845,1060,1703,duly,delay,duly,160,36,107
11315,31284,23057,20471,17731,duly,duly,duly,762,793,5098
11316,1422,738,0,0,duly,,duly,71,0,0
11317,10665,6453,5337,4982,duly,duly,duly,293,176,449
11318,14931,6218,6334,5935,duly,duly,duly,256,224,207
11319,1422,1563,689,46,duly,duly,duly,108,83,0
11320,10665,5877,4349,2590,duly,duly,duly,198,101,78
11321,12798,70,13,84,delay,duly,delay,13,78,29
11322,10665,10198,9939,9817,duly,delay,duly,465,392,360
11323,14220,5469,4725,3681,duly,duly,duly,800,237,1244
11324,27018,521,765,634,duly,duly,duly,627,893,500
11325,22041,1399,1787,489,,duly,duly,7867,125,5906
11326,3555,2053,2193,2324,duly,duly,duly,110,147,92
11327,5688,1988,1024,380,duly,duly,duly,89,4,125
11328,22752,469,1821,537,duly,duly,duly,1452,156,1927
11329,3555,1034,924,590,duly,duly,duly,1339,454,855
11330,1422,653,0,0,duly,,duly,0,0,0
11331,21330,137,247,138,duly,duly,duly,226,154,2210
11332,3555,1516,1475,1546,delay,delay,duly,0,75,64
11333,2133,1109,1207,1247,delay,delay,delay,107,71,36
11334,2133,2129,1007,1798,duly,duly,duly,102,944,231
11335,3555,1453,1429,1433,duly,duly,duly,114,68,71
11336,17064,220,63,159,duly,,duly,107,86,305
11337,6399,4362,4391,2017,duly,duly,duly,167,88,212
11338,2133,1177,1238,1285,delay,delay,delay,85,57,28
11339,4266,4262,4179,2685,duly,delay,duly,213,136,156
11340,3555,3771,3971,1257,duly,duly,duly,178,59,2650
11341,5688,4578,4960,5257,duly,delay,delay,278,249,306
11342,6399,0,1222,2124,delay,duly,duly,14,1244,71
11343,12798,9987,8301,8202,duly,duly,duly,441,338,327
11344,6399,0,31,31,delay,,duly,0,31,0
11345,31995,73,1217,2030,duly,duly,duly,626,1522,1501
11346,8532,2192,0,0,delay,,delay,0,0,0
11347,3555,1228,1531,1655,delay,duly,delay,178,160,36
11348,12798,0,0,99,delay,,duly,0,27,115
11349,12798,267,402,494,,,duly,206,493,846
11350,7110,3362,3379,3509,delay,duly,duly,78,178,135
11351,22041,32,82,68,duly,duly,duly,66,31,68
11352,12798,12645,12356,9518,duly,duly,duly,567,509,355
11353,17064,1817,0,1441,,,duly,839,467,1746
11354,3555,1807,1658,1353,duly,duly,duly,99,70,48
11355,18486,131,179,51,,,duly,249,69,91
11356,14931,13648,14401,6000,duly,duly,duly,655,3373,229
11357,3555,3416,3314,2506,duly,duly,duly,132,101,85
11358,4266,0,0,37,delay,,duly,0,37,0
11359,1422,805,791,824,delay,delay,duly,15,29,67
11360,20619,8388,2199,47,duly,duly,duly,270,124,47
11361,3555,2859,1812,1241,duly,duly,duly,106,68,46
11362,5688,1202,468,392,duly,duly,duly,160,272,7
11363,31995,570,815,552,,,duly,558,849,521
11364,9954,10053,3657,3770,duly,duly,duly,303,144,173
11365,8532,59,59,88,duly,duly,duly,59,88,0
11366,35550,1942,2353,474,duly,duly,duly,356,285,347
11367,11376,10846,10845,8277,duly,duly,duly,446,391,320
11368,3555,3416,3584,3561,duly,delay,delay,313,64,135
11369,25596,0,0,0,,,duly,0,0,0
11370,2133,1624,1605,1674,delay,delay,delay,0,64,96
11371,12087,11733,10614,8990,duly,duly,duly,536,356,356
11372,6399,3297,3493,2647,duly,duly,duly,178,142,110
11373,7110,2737,0,0,duly,,duly,36,0,0
11374,14220,5271,5245,5135,duly,duly,duly,232,242,249
11375,1422,1130,1233,947,duly,duly,duly,93,61,21
11376,16353,11353,10753,10716,duly,duly,duly,712,604,711
11377,17775,1081,1029,553,delay,duly,duly,50,47,21
11378,10665,1800,809,1458,duly,duly,duly,688,891,659
11379,7821,4589,5765,7203,duly,duly,delay,483,875,475
11380,21330,991,844,423,duly,duly,duly,107,73,0
11381,22752,16641,11320,10518,duly,duly,duly,3216,6547,597
11382,5688,5542,5186,4241,duly,duly,duly,198,213,231
11383,11376,8455,6767,8490,duly,duly,duly,283,3004,331
11384,2133,1943,2011,2055,duly,duly,duly,107,76,107
11385,21330,469,282,152,duly,duly,duly,425,264,79
11386,3555,1824,4,0,duly,duly,duly,71,4,0
11387,7821,7676,4133,3767,delay,duly,duly,222,131,124
11388,5688,0,1499,0,delay,duly,duly,31,1468,356
11389,7821,7822,2886,3011,duly,duly,duly,225,141,142
11390,14220,23,529,113,delay,duly,duly,85,501,131
11391,9243,412,454,370,duly,duly,duly,107,78,0
11392,3555,90,104,59,duly,duly,duly,104,90,28
11393,12798,1615,1189,1289,duly,duly,duly,876,1356,1128
11394,28440,0,0,0,,,duly,0,0,0
11395,10665,4929,4988,4708,duly,duly,duly,196,192,175
11396,19197,134,253,320,duly,duly,duly,227,358,112
11397,14220,110,347,195,duly,duly,duly,132,373,206
11398,1422,1091,1207,1260,duly,delay,delay,101,84,68
11399,1422,205,53,0,duly,duly,duly,96,0,58
11400,7110,6438,6115,5186,duly,duly,duly,403,193,200
11401,11376,223,0,0,delay,,duly,223,0,0
11402,4977,426,572,659,duly,duly,duly,80,64,43
11403,7110,1764,1277,610,duly,duly,duly,213,178,0
11404,7110,395,532,692,duly,duly,duly,545,537,228
11405,2133,1945,2015,1806,duly,duly,duly,126,98,77
11406,2133,424,201,118,duly,duly,duly,215,168,30
11407,11376,1095,771,890,duly,duly,duly,1138,927,667
11408,5688,928,1067,1188,duly,duly,duly,124,89,125
11409,14220,168,825,608,duly,duly,duly,415,448,142
11410,7821,134,0,0,duly,,duly,45,0,0
11411,11376,54,80,92,duly,duly,duly,17,65,85
11412,14931,2,893,57,,,duly,865,28,349
11413,15642,188,11,11,delay,delay,delay,0,0,0
11414,20619,18933,15004,15580,duly,duly,duly,758,555,576
11415,5688,97,394,115,duly,duly,duly,198,268,115
11416,1422,852,970,1017,duly,duly,duly,108,36,53
11417,1422,1317,1420,1429,delay,duly,delay,61,94,14
11418,16353,266,150,318,duly,duly,duly,126,283,36
11419,10665,287,240,228,duly,duly,duly,246,312,62
11420,4977,3781,3558,3428,delay,duly,duly,75,137,154
11421,6399,5668,5118,4904,delay,delay,delay,231,92,203
11422,35550,8520,4307,1710,duly,duly,duly,1394,3716,2953
11423,2133,96,31,30,duly,duly,delay,67,30,28
11424,36972,10377,10846,7762,duly,duly,duly,857,2730,812
11425,16353,90,44,43,duly,duly,duly,63,37,49
11426,5688,5152,5391,5691,duly,duly,duly,249,263,249
11427,12087,8335,8193,8083,duly,duly,delay,426,427,154
11428,22041,19092,19365,19832,delay,delay,delay,338,1067,347
11429,18486,281,281,1092,duly,duly,duly,281,726,257
11430,14220,13970,7293,0,duly,duly,duly,711,0,0
11431,10665,114,0,79,duly,,duly,82,79,0
11432,31995,1995,8015,4613,delay,duly,duly,4171,71,1003
11433,21330,3479,1262,104,duly,duly,duly,149,50,55
11434,4977,3126,3211,3420,delay,delay,delay,196,132,68
11435,2844,1867,2031,2147,delay,duly,delay,125,121,50
11436,1422,1347,900,734,duly,duly,duly,92,83,100
11437,14220,21,41,41,delay,duly,duly,41,41,41
11438,27018,1961,1510,978,duly,duly,duly,1447,992,1317
11439,11376,4563,1194,1331,duly,duly,delay,1078,107,107
11440,3555,1070,1039,1030,duly,duly,duly,88,35,73
11441,16353,215,512,444,duly,duly,duly,337,213,249
11442,17775,14543,14448,14783,duly,duly,duly,514,602,485
11443,4977,2387,1464,1179,duly,duly,duly,249,249,711
11444,9954,8950,9184,9518,delay,delay,delay,384,352,356
11445,14931,15044,14448,8486,duly,duly,duly,666,396,260
11446,2133,1863,1838,1818,delay,delay,delay,0,75,78
11447,5688,1251,4000,3788,delay,duly,duly,1916,142,127
11448,17064,1408,1941,2166,duly,duly,duly,480,130,135
11449,4977,7074,2834,1346,duly,duly,duly,233,80,22
11450,14931,14391,10555,7128,duly,duly,duly,572,543,247
11451,4977,2736,2854,1805,duly,duly,duly,356,73,98
11452,7110,3731,3837,3971,duly,duly,duly,158,142,152
11453,4977,3960,2170,1752,duly,duly,duly,168,225,47
11454,25596,11527,8924,7871,duly,duly,duly,394,304,307
11455,19908,144,-23,3118,,,duly,12,0,3498
11456,34839,360,830,249,duly,duly,duly,902,276,154
11457,11376,126,748,283,duly,duly,duly,115,999,19
11458,19908,28,21,14,,,duly,7,35,28
11459,14220,174,174,174,delay,delay,delay,0,0,0
11460,9243,7223,6698,6359,duly,duly,duly,315,230,235
11461,9954,29,117,60,delay,duly,duly,64,2,0
11462,7821,4894,4909,2393,duly,duly,duly,178,144,71
11463,8532,74,61,61,duly,duly,duly,61,61,61
11464,2133,1890,2071,2118,delay,delay,delay,149,53,88
11465,3555,1602,906,573,duly,duly,duly,132,36,53
11466,35550,1601,1318,1355,duly,duly,duly,1170,1267,599
11467,25596,330,530,308,delay,duly,duly,71,80,0
11468,21330,2560,356,0,delay,duly,duly,2635,0,42
11469,17064,548,351,263,duly,duly,duly,399,410,209
11470,14931,90,94,28,duly,duly,duly,87,84,58
11471,7821,7214,7165,7252,delay,delay,delay,164,302,412
11472,16353,1920,2061,2132,duly,duly,duly,149,75,71
11473,8532,4838,5055,5220,duly,duly,duly,213,174,142
11474,4977,527,235,160,duly,duly,duly,160,0,160
11475,12798,4653,4662,4747,duly,duly,duly,191,213,181
11476,25596,1017,89,0,,,duly,89,0,0
11477,4977,1522,1597,1800,delay,delay,delay,50,167,87
11478,4266,3727,2748,1989,delay,delay,duly,72,72,77
11479,9954,4078,4006,3968,duly,duly,duly,146,143,144
11480,25596,31,966,812,,delay,duly,32,962,108
11481,14220,17,0,0,delay,,duly,17,0,0
11482,24174,0,178,0,,,duly,178,0,0
11483,7821,7305,7581,7800,duly,duly,duly,377,288,321
11484,18486,28,8,135,duly,delay,delay,18,135,19
11485,3555,3131,1482,1278,duly,duly,duly,125,71,71
11486,2844,442,432,260,,,duly,490,342,413
11487,10665,222,0,0,delay,,duly,0,0,0
11488,7110,4620,5330,5301,delay,delay,delay,533,0,356
11489,4977,703,887,1098,duly,duly,duly,124,107,178
11490,1422,296,397,258,duly,duly,duly,632,235,361
11491,711,303,227,468,duly,delay,duly,134,38,35
11492,11376,18,18,24,duly,duly,duly,7,18,47
11493,25596,432,823,1235,duly,duly,duly,529,808,1225
11494,35550,28836,27553,27871,duly,duly,duly,1032,996,1031
11495,22041,18831,15730,13837,duly,duly,duly,1461,960,818
11496,3555,1379,1479,1633,delay,delay,delay,128,141,0
11497,11376,8088,8389,8584,duly,delay,duly,604,178,1456
11498,15642,248,209,73,duly,duly,duly,248,206,66
11499,30573,42,42,42,duly,duly,duly,42,42,42
11500,11376,11534,0,0,duly,,duly,284,0,0
11501,2133,1768,1916,1416,duly,duly,duly,142,142,71
11502,35550,5301,5302,4813,duly,duly,duly,285,214,226
11503,28440,317,292,254,duly,duly,duly,156,307,137
11504,7110,6105,6174,6403,duly,duly,duly,255,178,203
11505,2133,2181,2154,2131,delay,delay,duly,68,283,161
11506,10665,95,30,6,delay,duly,duly,26,20,9
11507,1422,330,240,118,duly,delay,delay,160,60,4
11508,2133,810,955,1010,duly,duly,duly,97,72,37
11509,28440,2863,3137,868,duly,duly,duly,465,5,1520
11510,30573,3998,3008,1908,duly,duly,duly,129,110,57
11511,711,649,608,676,delay,delay,duly,71,71,71
11512,7110,74,0,62,,,duly,52,62,0
11513,35550,3104,2422,1220,duly,duly,duly,227,68,77
11514,1422,598,774,818,delay,delay,duly,107,36,103
11515,9243,8855,7035,6428,duly,duly,duly,375,242,246
11516,22041,6179,5098,3076,duly,duly,duly,215,410,416
11517,9954,31,40,31,duly,duly,duly,40,31,46
11518,15642,3774,2833,788,duly,duly,duly,752,257,2987
11519,6399,110,66,113,duly,duly,duly,111,113,66
11520,21330,-8,751,4,delay,duly,duly,393,4,0
11521,12798,192,38,166,duly,duly,duly,110,166,37
11522,8532,0,0,39,delay,,duly,0,33,78
11523,25596,0,0,0,,,duly,0,0,0
11524,10665,517,537,1318,duly,duly,duly,486,1203,851
11525,9243,9643,811,0,duly,duly,duly,290,4657,60
11526,14220,5921,4415,932,duly,duly,duly,198,523,529
11527,11376,109,841,1235,duly,duly,duly,642,787,2834
11528,13509,4730,5105,5108,duly,delay,duly,405,96,199
11529,11376,4881,5069,5246,delay,delay,delay,228,185,196
11530,8532,116,0,371,duly,,duly,31,371,0
11531,8532,8589,6867,2859,delay,duly,duly,274,160,117
11532,12798,34,44,50,duly,duly,duly,28,67,220
11533,17064,789,1883,713,duly,duly,duly,1626,430,1026
11534,35550,1086,4310,4047,,,duly,3528,2491,1067
11535,5688,1050,1198,1273,delay,duly,duly,132,71,71
11536,4266,2499,2655,2762,duly,duly,duly,125,107,102
11537,21330,106,142,124,duly,duly,duly,107,124,124
11538,12798,2073,1659,1090,duly,duly,duly,170,67,38
11539,8532,7300,6396,5234,duly,duly,duly,902,214,409
11540,3555,2827,2083,1771,duly,duly,duly,302,196,231
11541,24885,1880,1556,402,duly,duly,duly,143,412,413
11542,5688,5858,5665,5723,delay,duly,duly,102,217,225
11543,29862,444,4625,3145,duly,duly,duly,2329,138,74
11544,4977,2259,2984,3174,duly,duly,duly,413,115,128
11545,9243,4933,5007,5288,delay,delay,delay,107,313,206
11546,7110,356,0,0,duly,,duly,0,0,0
11547,4266,167,0,35,delay,,duly,0,0,533
11548,25596,1355,1230,956,duly,duly,duly,125,75,59
11549,5688,3330,3311,3369,duly,duly,duly,125,119,122
11550,14220,0,0,0,delay,,duly,0,0,0
11551,11376,1163,1359,1700,delay,duly,delay,71,253,123
11552,17064,11734,13664,3700,duly,duly,duly,3454,427,191
11553,9243,31,14,49,delay,duly,duly,42,36,28
11554,5688,3539,3709,3881,duly,duly,duly,142,146,178
11555,3555,2576,1239,1142,duly,duly,duly,142,71,71
11556,18486,281,58,63,,,duly,287,102,0
11557,9243,8438,7233,6920,delay,delay,duly,550,124,237
11558,3555,3615,3496,3429,duly,duly,duly,1874,128,141
11559,3555,28,28,28,duly,duly,duly,28,28,28
11560,5688,4386,3618,2663,duly,duly,duly,320,178,107
11561,711,775,851,631,duly,duly,duly,120,50,18
11562,10665,453,338,963,duly,duly,duly,397,514,380
11563,35550,13500,12571,11596,duly,duly,duly,465,431,396
11564,3555,1774,750,387,duly,duly,duly,83,36,52
11565,4977,4693,3937,1426,duly,delay,duly,338,56,611
11566,14220,13945,11647,8938,duly,duly,duly,711,569,533
11567,6399,579,0,0,delay,delay,duly,0,0,0
11568,11376,68,147,87,,,duly,142,99,51
11569,14220,545,246,251,duly,duly,duly,172,85,244
11570,711,636,294,0,duly,duly,duly,108,0,0
11571,10665,9904,9571,10430,duly,duly,delay,422,1750,93
11572,19908,-46,96,228,,delay,delay,96,109,136
11573,2133,931,995,1029,delay,duly,duly,44,36,37
11574,4977,475,629,668,duly,duly,duly,107,36,53
11575,3555,3381,2672,2088,delay,duly,duly,79,74,83
11576,5688,2751,2877,4583,delay,delay,duly,71,231,302
11577,31995,531,-372,-1544,,,duly,539,9,2
11578,29151,3697,3150,2676,duly,duly,duly,215,305,368
11579,3555,2849,3187,3348,duly,duly,duly,687,117,165
11580,11376,398,500,777,duly,duly,duly,355,802,546
11581,7821,3280,3475,3507,duly,duly,delay,173,160,126
11582,3555,3535,3567,660,duly,duly,duly,143,89,332
11583,711,518,632,659,duly,duly,duly,81,23,22
11584,6399,1766,1694,1783,delay,delay,delay,0,81,72
11585,1422,995,1004,841,duly,duly,duly,124,249,71
11586,21330,123,902,0,duly,duly,duly,13,892,0
11587,14220,775,2217,775,delay,duly,duly,2295,591,187
11588,3555,3463,2779,2015,duly,duly,duly,168,75,71
11589,10665,2470,2472,1381,duly,duly,duly,1076,995,200
11590,10665,20308,10935,10083,delay,delay,delay,0,178,178
11591,4266,1258,1360,1488,delay,duly,delay,53,83,88
11592,5688,1341,1672,1995,duly,duly,delay,124,309,39
11593,5688,4719,3600,3284,duly,duly,duly,149,132,132
11594,22752,15478,12234,12742,duly,duly,duly,555,456,462
11595,7821,6899,7113,7243,delay,delay,delay,313,267,358
11596,3555,3630,2509,1445,duly,duly,duly,140,51,51
11597,3555,3554,3449,3509,delay,duly,duly,69,132,255
11598,2133,1794,1346,378,duly,duly,duly,101,43,4
11599,1422,1282,1328,1394,delay,duly,duly,71,85,0
11600,3555,544,651,688,duly,duly,duly,96,64,36
11601,12798,704,303,233,duly,duly,duly,562,179,214
11602,4977,681,875,848,delay,delay,delay,107,21,34
11603,12798,1407,2391,2326,duly,duly,duly,786,1098,4
11604,1422,1410,1402,1164,duly,duly,duly,99,50,29
11605,21330,18,18,22,delay,,duly,0,18,22
11606,35550,5275,5098,6636,duly,duly,duly,209,634,2136
11607,27729,1623,1819,2015,duly,duly,duly,142,142,142
